id,company_name,developer_role,date,title,content,upvote,downvote,comment_count,vibe
2003,Appscode Inc,,"May 22, 2025",সে এক স্বপ্নের দেশ (দ্বিতীয় পর্ব),"সেই নাট্যমঞ্চের দিনগুলোয় ক্ষেত যেন হঠাৎ করে আরও বেশি জেগে ওঠে। সাদা গাজরের পাতাগুলো একটু বেশি কেঁপে ওঠে বাতাসে,এমন নয় যে নতুন কোনো মৌসুম এসেছে, বরং চাষি রাজার চোখে চোখ রেখে কেউ একজন একটু জোরে শ্বাস নেয়। আর তখনই শুরু হয় এক উদ্বেগ, কে কতটা জোরে কথা বলতে পারবে, কে কার তুলনায় কতটা নরম গলায় সায় দেবে।
চাষিদের মধ্যে তখন শুরু হয় নতুন এক খেলা, তর্কের নাটক। কেউ বলে, ‘আমরা তো শুধু গাজর চাষি, নাট্যকার তো না।’ অন্য কেউ পাল্টা জবাব দেয়, ‘তুমি হয়তো চাষি, কিন্তু এই রঙ্গমঞ্চের কুশীলবও তুমি, তোমার চোখে যা ঘাম, রাজার চোখে তা মেকআপ।’
রাজার মুখে তখন এক রহস্যময় হাসি। তিনি বলেন, ‘এই ক্ষেতের গল্প, এই নাটক, সবই তো তোদের জন্য। শুধু একটু অভিনয় কর, আর কিছু তো বলিনি!’ এক চাষি বলে ওঠে, ‘কিন্তু অভিনয়ের চুক্তিপত্র তো আমরা হাতে পাইনি!’ রাজা তখন নাট্যমঞ্চের আলো নিভিয়ে দেন, যেন আলো না থাকলেই প্রশ্নগুলোও মুছে যাবে।
এরমধ্যেই হঠাৎ একদিন ‘নিউজপিক’ থেকে ঘোষণা আসে, সাদা গাজরের নতুন রঙ বের করা হবে। এবার গোলাপি। ক্যারোটিন নয়, এবার রঙ হবে “পিউরিকেম” নামের এক নতুন রাসায়নিক দিয়ে। ‘ভবিষ্যতের গাজর’, এমনই স্লোগান বসে পোস্টারে। চাষিদের বলা হয়, রঙের বিষয়ে কোনো প্রশ্ন করলে, তাদের “গোলাপি বিদ্বেষী” হিসেবে চিহ্নিত করা হবে। এই রঙ নিয়ে চাষিদের কেউ কেউ মনে মনে হাসে, কেউ কেউ কাঁদে, বাকিরা চুপ করে মাটিতে মুখ গুঁজে দেয়।
ক্ষেতের পাশে সেই দুলে ওঠা গাছগুলো এবার আর কাঁপে না। তারা একরকম আত্মসমর্পণ করেছে নিঃশব্দে। ইনসেক্টফুল পানীয় আগের মতো আর শীতল লাগে না, বরং এখন তা যেন এক বিষাক্ত চুমুক। চাষিরা বুঝতে পারে, তারা শুধু গাজর চাষ করছে না, বরং তারা নিজেদেরই একটু একটু করে মাটিতে গুঁজে দিচ্ছে প্রতিদিন।
তবু, কিছু চাষি এখনও রয়ে যায়। তারা জানে না কেন, হয়তো অভ্যাস, হয়তো আশা, হয়তো কেবল এই স্বপ্নের দেশের মাটির ঘ্রাণটা এখনও তাদের বুকের ভেতর পাথরের মতো আটকে আছে। তারা আবারও দিন শুরু করে, রঙ নিয়ে, ঘাম নিয়ে, রাজার হুকুমে আর নিঃশব্দ প্রতিরোধে।
এই গাজরের ক্ষেত এখন আর শুধু চাষাবাদের জায়গা নয়, বরং এক জীবন্ত উপাখ্যান। যেখানে প্রতিটি গাজর যেন একেকটা গল্প, আর প্রতিটি গল্পের শেষে লেখা থাকে,
“কমলা নয়, সাদা ছিলাম আমি, তোমাদের চোখের ভুল ছিল রঙ।”",1,0,1,Positive
2004,Appscode Inc,,"May 18, 2025",Heaven for who love devops and kubernets,"This is a great place for people who love devops, Kubernets, and competitive programming. If you want to learn Kubernets and become an devops engineer, this is a good place. You can learn from a ex google worker. The ceo care only about your work, not your degree. You can take as much home office most of the time. He can be rude sometimes but mostly okay. Overall, it’s a great place for people who love kubernets and learning.",0,12,4,Positive
2005,Appscode Inc,,"May 17, 2025",Flexibility and friendly environment,"Pros
High salary compared to bd companies and 20k increase each year
Flexible on granting leave, leaving office early, coming to office late and even taking break in between office time
Scope to contribute in open source while working for office
Great career kickstart for DevOps, Kubernetes Engineer type role. All senior who left the company are all in prettty good positions
Zero office politics
Cons
-   For seniors work life balance becomes a bit tough
-   Job insecurity for engineer's over 3 years
-   Lack of Senior Engineer
-  CEO's management is bad and he sometimes misbehave
-  Lack of QA's
-   Project switching is risky so for some engineer's lack of growth",0,4,6,Positive
2006,Appscode Inc,,"May 16, 2025",সাদা গাজরের ক্ষেত,"সে এক স্বপ্নের দেশ। অথচ, সেই দেশ যে গ্রহে অবস্থিত, তা যেন এক দুঃস্বপ্নের নিসর্গ। আজ লিখছি সেই দেশের এক ক্ষেত আর তার চাষিদের গল্প—মাটির গন্ধে ভেজা, ঘামে রাঙা এক জীবনছবি।
কোম্পানির মূল কাজ—“সাদা গাজর” চাষ। বলে রাখা ভালো, সে দেশের বর্ণমালায় 'ম' এবং 'ল' বর্ণের অভাব প্রকট। এই ঘাটতি ঢেকে রাখার ব্যাপারে দেশটির ভাষা বিভাগ,
নিউজপিকের
যেমন এক অসাধারণ দক্ষতা, তেমনি চাষিদের রাজারও আছে আরেক রকম ক্যারিশমা—জোড়া-তালি দিয়ে অনভিজ্ঞ চাষিদের দিয়ে ফলান সাদা গাজর, আর তারপর শুধু তা দিয়ে অর্থই উপার্জন করেন না, বরং প্রতি বছর সেই সাদা গাজরে কমলা রং মেখে ঝুলিয়ে দিয়ে আকৃষ্ট করেন দেশের সেরা চাষিদের। কেননা সে দেশে কমলা রঙের গাজর চাষ হয় এমন ক্ষেতগুলোর বিশেষ কদর রয়েছে চাষিদের মধ্যে। পরে চাষিরা একদিন আবিষ্কার করে এটা আসলে
সাদা গাজর
,
কমলা গাজর
না। গাজরের স্বাভাবিক কমলা রঙ আসে
ক্যারোটিন
থেকে। কিন্তু এই রাজার গোপন ফর্মুলা—
কৌটার রং
। পার্থক্য কেবল কৌটা আর ক্যারোটিনের—এমনটাই দাবি করেন চাষিদের মধ্যে থাকা চাষি রাজার এক-দু’জন দৃঢ়প্রতিজ্ঞ মুখপাত্র।
এমন গাজর কোথাও খুঁজে পাবে নাকো তুমি,
তুরাগ জলে ভিজাই আমরা এই ক্ষেতের ভূমি।
সাদা গাজর উৎপাদনের নানা ধাপে চাষিদের রাজা খুব একটা সময় দিতে চান না। বীজ বপনের আগে স্যাম্পল দেখা কিংবা লাগানোর পর কীটনাশক প্রয়োগ—এসব তাঁর চোখে অবান্তর খুঁটিনাটি। তাঁর দৃষ্টিতে, যেকোনো রকম দণ্ডসদৃশ কিছু একটা মাটিতে গজিয়ে উঠলেই চলবে।
চাষিরা অনভিজ্ঞ বলে মাঝে মাঝে গাজরের স্বাভাবিক রঙ আসে না—তখন তিনি অবলীলায় বলেন:
‘সাদা রঙ মেখে বাজারে চালিয়ে দাও।’
আর যখন সেই সাদা রঙ নিয়েই ক্রেতারা প্রশ্ন তোলে, রঙের ভেজাল নিয়ে বাজারে চিৎকার ওঠে—তখন তিনি রাতে হুট করে চাষিদের ঘুম থেকে টেনে তোলেন,
‘চলো, ঠিকঠাক রঙের গাজর তুলে এখনই বাজারে পাঠাও।’
চাষিরা ন্যায্য মজুরির বাইরে কিছু বাড়তি সুবিধা পান—যেমন
ক্ষেতের শীতল বাতাস
আর
একধরনের ইনসেক্টফুল পানীয়
। ক্ষেতের আইলের পাশে যে গাছগুলো দাঁড়িয়ে থাকে, দুলে দুলে বাতাস ছড়ায়—সেই গাছগুলোরও রেহাই নেই। চাষি রাজার পিতা মাঝে মাঝে এসে গাছগুলোর দিকে আঙুল তুলে ধমক দেন,
‘এই যে, এত দুলছো কেন? দুলতে দুলতে যদি আইল নরম হয়ে যায়, তখন এই শীতলতা দিয়ে কি করবা, হুম?’
গাছগুলো কাঁপে, থেমে যায় বাতাস; বাতাস থামে, চাষিদের ঘাম জমে যায় পিঠে। (SAD(
Software Analysis and Design
) background music, per favore)
এই চাষাবাদ উনার
পারিবারিক ব্যবসা
। চাষাবাদের পাশাপাশি উনার পরিবার এই ক্ষেতেই
ব্যয়কুণ্ঠতার
চর্চা করে থাকেন, যে প্রতিযোগিতায় তার পরিবারের বাইরের সকল চাষি দর্শক মাত্র।
চাষাবাদের প্রয়োজনীয় সরঞ্জামের গুণগত মান এতটাই নিম্ন যে, কিছু চাষি নিজ খরচে সেই সরঞ্জাম সংগ্রহ করতে বাধ্য হন। মাঠে একঝাঁক চাষির মধ্যে দু-একজন এমনও আছেন, যারা সূর্য ডুবে গেলেও ফিরে যান না—জোনাকীর হালকা আলোতেই চালিয়ে যান তাদের পরিশ্রম। কিন্তু এই ক্ষেতে দীর্ঘমেয়াদী কারও থাকা কঠিন। বেশির ভাগ চাষি খানিক দিনের মধ্যেই পাশের সবজির ক্ষেতেই চলে যান—সেখানে সূর্যের আলো থাকতে থাকতেই চাষিরা ঘরে ফিরে যেতে পারেন, আর জোনাকীর আলোয় কাজ করতে হয় না নিজেকে প্রমাণ করতে। চাষি রাজা অবশ্য মনে করে থাকেন যেসব চাষি এই ক্ষেত থেকে অন্য ক্ষেতে চলে যান তারা আসলে নারী বিদ্বেষী, জোনাকী নামটা নারীদের হয় বলে, তারা জোনাকির আলো থেকে নিজেদের হেফাজত করতে সূর্য ঢুবার পরে আর কাজ করতে চান না। উপরন্তু, উনি নাকি তাদেরকে জোনাকীর আলো বাদ দিয়ে জ্যোৎস্নার আলোতেও কাজ করার কথা বলে দেখেছেন, তারা রাজি হননি।
মাঝে মাঝে চাষি রাজার আগমন ঘটে ক্ষেতে, তখন তারা নিজেদের ক্ষেতে কাজ বন্ধ করে সুদূরে অন্যদের লবণ ক্ষেত যান ভ্রমণে, কিছু বিনোদনের জন্য। লবণ ক্ষেতের রুক্ষ আবহাওয়ায় কারো কারো ত্বকের ক্ষতি সাধিত হয়, ফিরে এসে তখন কেউ কেউ বিউটি কেয়ারে যাওয়ার জন্য ছুটি চেয়ে বসলে, সেদিন সাদা গাজরের ক্ষেতটি পরিণত হয় একটি নাট্যমঞ্চেঃ
(ক্ষেতের ধারে, কিছু চাষি হাত দিয়ে ত্বক ছুঁয়ে ব্যথা প্রকাশ করছে। চাষি রাজা প্রবেশ করলেন কঠোর মুখভঙ্গিতে।)
চাষি ১:
(হলকা কাঁপা কণ্ঠে)
“রাজা, ওই লবণ ক্ষেতের আবহাওয়ায় ত্বক নষ্ট হয়ে গেছে। একদিন ছুটি মঞ্জুর করলে, বিউটি কেয়ারে যেতাম।”
চাষি ২:
“সত্যি কথা”
চাষি রাজা:
(গর্জে উঠলেন)
“লবণ ক্ষেত ভ্রমণের সব খরচ আমি দিয়েছি তোমাদের। তবু তোমাদের ত্বক কেন নষ্ট হবে? নিজের খরচে সান-স্ক্রীন আর মাস্ক কেন কিনতে পারলে না? বিনোদন মানে কাজ থামানো নয়!”
এই ক্ষেতের অন্যতম কিছু সুবিধা হলোঃ
🥕
মজুরি ঠিকঠাক সময় দেওয়া হয়
🥕
সাদা গাজর চাষের অত্যাধুনিক পন্থাগুলোর নাম জানার সুযোগ
🥕
চাষিদের মধ্যকার খুবই ভালো সম্পর্ক
🥕
রাজনীতি না থাকা",4,0,2,Positive
2007,Appscode Inc,,"May 13, 2025","Where Work Feels Like Family, and Every Moment Matters.","The work environment here is both supportive and friendly.
One of the standout perks is the flexibility, especially during Ramadan and Eid-ul-Adha, when we get to work remotely for over a month. This allows us to spend more quality time with our families, which is deeply appreciated.
Another unique benefit is the, ""Work From Tour"" concept. We go on extended trips for 7-10 days, and work just a few hours a day while travelling. Its a rare blend of productivity and adventure.
On top of that, every weekend ends with a sports session, fully sponsored by the company, which is treat for anyone who loves to stay active and have fun with the team.
Of course, no workplace is without it’s challenges. The workload can get quite intense at time, we often joke that it feels like being inside a pressure cooker! But what make the difference in our CEO. Whenever he sense the pressure is getting too high, he steps out of his room and joins us in the workspace with jokes, casual chats and lighthearted moments that instantly lift the mood.
It's these small but meaningful gestures that make AppDevs feel less like a company and more like a family.",1,4,1,Positive
2008,Appscode Inc,,"May 08, 2025",ক্যারিয়ার  শুরুর জন্য ভালো,"ভালো দিক:
Kubernetes নিয়ে in-depth কাজ হয়, যা DevOps এর জন্য ভালো পথ তৈরি করে।
স্যালারি বাংলাদেশে তুলনায় অনেক ভালো।
ম্যাক্স মানুষরা Competitive Programming করে, তাই মেন্টালিটি প্রায় একইরকম।
বেশিরভাগ সময় কাজের স্বাধীনতা থাকে।
অফিস পলিটিক্স একেবারেই নেই।
খারাপ দিক:
ইঞ্জিনিয়ারিং টিমে ৪ বছরের অভিজ্ঞতাসম্পন্ন একজন সিনিয়রও নেই।
সিনিয়র হলে কাজের প্রেসার অনেক বেড়ে যায়।
দুপুরের খাবারের মান ওঠানামা করে।
বসের ব্যবহার মাঝে মাঝে অপ্রফেশনাল হয়।",7,0,0,Positive
2009,Appscode Inc,,"September 30, 2025",Sesher Kabita,"The
CEO
(or the founder) is a despot, infamous for his exploitative practices. The company’s non-cash benefits are virtually nonexistent. Since the founder resides abroad, his
parents
often get involved in company decisions—despite being completely out of touch—successfully turning the workplace into a nightmare. The founder remains
apathetic
toward proposals to improve the benefits. Ironically, the company also has a policy of
not retaining employees beyond their third year
.
Bonus
distribution here? Absolute comedy. They hand out 25% of your current salary during each of the two festivals—generously, of course. Then comes January, and they drop a grand ‘year-end bonus’ of 50%, pro-rated by how many months you slaved away that year 🤡. LMAO. This setup screams how gloriously narrow-minded the owner is. You’ll see it everywhere: crappy chairs that fight your spine, a refurbished AC that wheezes louder than it cools, a coffee machine that’s seen better centuries, and a washroom that smells like despair. Jeez, the list is a full-on horror show.
The authority will make you feel an apprentice. Employees here are just peasants. I firmly believe that the CEO of the company doesn’t deserve to be the owner of any company at all.
You may sometimes find your job unnerving because there’s no door to knock on when you need help. If you have doubt, for given time, go to the LinkedIn and see who is the
most senior engineer in the company
and how many years of experience he has. You’ll see some seniors (actually
only one
) working so hard that they push the limits of sanity—which will set a
high bar
for you. Those very seniors (one, actually) will not think twice to be
harsh
towards you for no goddamn reason. Due to the lack of clear plan and company structure, the mood swing of the CEO clearly affects the employees. He doesn’t share his plan with anyone except with his most favorite employee, who is possibly the most quirkiest person you will ever see in your life, who shares the same exploitative skill as the CEO. The end the situation is heading to, I can clearly see that this senior to the CEO will become what
Hermann Göring
was to
Adolf Hitler
.
You may also be called upon to
train juniors
while you’re not near competent to do so. On top of that, the time you will spend training those juniors won’t be counted as your job hours and he will reprimand you saying that you’re taking much time although you were spending time at the desks of those juniors.
The CEO is a brilliant engineer with experience of working at several major tech companies. His product line-up and business domain is very profound in
Cloud Native
Space.
Carl Wilhelm Scheele
was also a remarkably talented
chemist
—his invention of an
arsenic-based green pigment
was so impressive that even
Napoleon
adored it. Ironically, that very pigment is now believed to have contributed to Napoleon’s death from stomach cancer.
Although he worked in two of
FAANG
, he utterly lacks professionalism. He would remind you of the benefits you get, and to seek justification and play victim role, he may sometimes
publicly show the private messages
he received from an employee. He will sometimes make you believe that he is showing
kindness
to you by giving some benefits that you are entitled to receive by your employment terms.
The most sought-after thing in the company is Release. The CEO will cry for release, “Release, release!” like a baby to escape pushing injection on his buttock.
Code review and best practices
—What are these?
He will goad you into leaving the company
after 3 years
but if someone leave before then that to be safe, then he will say, “kotha diye kotha rakhen na apnara”.
I could’ve worked on writing a k8s controller instead of writing this but I thought writing this would make me feel like I do really have empathy for others and strip me off of the conviction of remaining silent.
But,
you will get to meet so many briliant minds at the company.
Addon:
Why did I title this
Shesher Kobita
? Because it’s an iconic novel by Rabindranath Tagore. My time at this company feels a lot like the love story between Amit and Labannya in that novel.",5,0,0,Negative
2010,Appscode Inc,,"May 16, 2025",পা*লের কারখানা,"নাম তার App5cod3, মুখোশে ঝলমল,
ভিতরে পচন, তবু বাহিরে স্বর্ণছল।
চেয়ারে বসে এক রাজা নির্মম,
হৃদয়শূন্য, মুখে অহংকারের গরম ধোঁয়া জম।

কাজের নেই মুল্য, নেই কোন প্রাপ্তি,
শুধু শাসনের ছায়ায় নেমে আসে রাতি।
কারো অসুখ, কারো ক্লান্তি,কিছুই না তার তরে,
সেই CEO ব্যস্ত শুধু নিজ নামের শিরোনামে চরে।

অতৃপ্ত এক আগুন যেন ওই লোকের মন,
মেঘ ছোঁয়া দালানে, ভিতরে অজস্র ক্ষরণ।
নিজেকে ঈশ্বর ভাবে, নিয়মের ওপরে,
সহানুভূতির নাম শুনলেই কেমন ঝাঁঝ মারে!

ঘুম তার শত্রু, ব্যথা তার বন্ধু,
হাসি ভুলে গেছে,শুধু চাপ আর রুষ্ট মন্দভঙ্গু।
দরজার ওপারে কান্না, ভেতরে একা সে হাসে,
বলে, ""কাজ না হলে, তোমার জায়গা রাসে।""

সে বোঝে না মানুষের ক্লান্তি কী জিনিস,
শুধু টাইমলাইন, গ্রাফ আর লাভের হিসাব!
কর্মীর নাম নয়, তারা কেবল 'রিসোর্স',
দম বন্ধ করা পরিবেশই তার একমাত্র উৎসর্গ।

সে অসুস্থ মনের ভিতর এক বিষাক্ত শূন্যতা,
নিজের অতৃপ্তি ঢেকে রাখে কর্মীদের ব্যর্থতায় কুন্ততা!

জানালা দিয়ে সূর্য ওঠে, সে দেখে না আলো,
একাকীত্বের অরণ্যে, তার ক্ষমতা একমাত্র চালো!",6,0,3,Negative
2011,Appscode Inc,,"May 15, 2025",It's not even a company,"The existence of App3code is a perfect example of how broken and poor the condition of our software industry is,so much so that some of the brightest young minds in our country are forced to even consider joining this trash, family run business. This company/CEO himself directly and indirectly violates some of the core principles and dignity of our profession, cultivating a toxic environment by exploiting the insecurities and fears of young freshers. Perhaps the only solution lies in raising awareness and uplifting our entire software industry, ensuring fair and sufficient opportunities for talented freshers, so that companies like App3code are left with no choice but to correct themselves and improve.",5,0,0,Negative
2012,Appscode Inc,,"May 14, 2025",Deshi Halchasher Khamar,"All the employees are treated like cows and buffalos by the CEO. The office time is informed 9-5PM at the beginning but after joining emoployees need to work 9-9PM. CEO is so unprofessional. He does not even know the social manners.
It pays high at the joining but there is a poor increment or promotion. All the engineers are junior there is no such experienced person from whom they can learn.",7,1,0,Negative
2013,Appscode Inc,,"May 14, 2025",Ultra Toxic Work Culture Rooted in Ultra Incompetent CEO,"The most damaging aspect of this company is its CEO, who embodies unprofessionalism to the core. Not only does he assume every role imaginable.Senior Developer (Frontend & Backend), Team Lead, HR, Salesperson, UI/UX Designer, and CEO. This chaotic centralization benefits only his ego while leaving employees directionless, overburdened, and entirely unsupported. There is no structure, no mentorship, and absolutely no leadership. His inability to build a functioning team or cultivate a productive work environment results in a disorganized mess where employees are often isolated and left to fend for themselves with no collaboration or guidance.
This company doesn’t just ignore employee well-being, it actively destroys it. Feedback is not welcomed; in fact, it’s treated as crime. You are a puppet, not a person, and your opinions carry zero weight. The basic facilities are beyond unacceptable. Food is not only delayed, often arriving at 3 or 4 PM, but frequently spoiled or rotten. Insects in coffee, dirty bottles, and unsanitary conditions are the norm. Recreation is non-existent, yearly leaves are minimal, and there is a clear, deliberate attempt to extract as much work from employees without offering a shred of appreciation or support. This is not a workplace,it’s a machine that grinds people down and throws them away when they’re no longer useful.",6,0,0,Negative
2014,Appscode Inc,,"May 14, 2025",Fake USA Mula.,"App5cod3 is a software company who offers Kubernetes native database solutions. App5cod3 hires highly rated competitive programmers, mostly rated 1700+. After covid, one of my university junior shared a job post of App5cod3 with me and i applied. And within hours the CEO replied with a personality test and fixed the technical rounds. The rounds went very smooth and CEO offered me verbally and asked me when i can join. I asked him for time as i was interviewing in FAANGs and CEO agreed. I felt CEO bro is very cool as he himself was an ex google and ex amazon, and i eventually joined App5cod3 after 5 months.
The joining day, their only HR came with a Half litre water bottle and a khata and said ""Welcome to App5cod3"".
The first three months you got the learning period, when you had to learn Go, Kubernetes, etc. You got to learn hell out of it. Things were good till these days, you'll eventually know the unprofessionalism of the company.
From the first day, CEO starts micro-managing every individual, and expect people to have no life with deshi salary like him. I saw most of the employees are frustrated as the CEO was very rude on every occasion. And as most of the employees joined as a fresher, they didn't really know how to deal with this. So eventually employees are working 9-9 with their deshi salaries and handling client like Nokia, Vimeo. CEO creates unrealistic pressures on the employees and behave as they are nothing towards him. He even call some employees at 3 am at night to fix a client issue and asked not to late next day.
After a year at App5cod3, i felt i was doing redundant work and was about to ask CEO to switch projects but then i saw the real CEO. The lifeless guy fired an employee who asked him to switch a project. So i never asked and felt very insecure. From my first day, as i share him my vision and the interviews in FAANGS, he started to think i would leave the company anytime. So he started digging things with seniors on what i do day by day, and tried to put me in a position to not to do such things. And eventually things went worse when i started handing clients and he expects the same or more than the previous one in the projects. I mean the 3 AM call with my ""Highly rated Competitive Profile"" and he thinks i would do ironman things with my deshi salary.
At this point, you might think things are only high pressure work with deshi salaries. Things are worse on other things. The ""Headquartered at USA"" never exists and what he mean that lives in USA and work remotely from there. His father do the ""kerani/manager"" job for him, and the office actually are some flats in his father's buildings. The manager's main job is to come every half an hour or hour period to fixed the AC temperatures to 26 degree and switch off the fans. And alert the employees not to change the temperature and not to turn on the fan. These are the simple example of what CEO family does and i may not put everything here.
The only office stuff is the ""daroan of the building"" who seems much professional than the HR himself. The HR who was previously is a bkash officer, doesn't even know how to give starting speech on occasions. His main job is to spy on employees on what they do or speaks. Anyway that's not the point also.
Now come to the leave policies, they say you'll have 2 weeks leave. What they meant 10 days with the weekend and 1 week sick leave meants 5 days. And if you take extra leave, then things might get extra worse.
So eventually after two years, after speaking out on things and some incidents i got fired. 🤣🤣. And the reason was ""highly rated competitive programmer did nothing in two years"" and yet the people like CEO paid the salaries. Anyway in just 7 days i eventually got a job offer with almost double the salary of CEO's App5cod3.
Anyway my suggestions are to research from the previous employees before joining App5cod3. Or better do it on your own risk. As it was long ago, i might have forgot so many things but i strongly that this is the worst company for ""highly rated competitive programmer"".
So what did i gain? I gain some ""highly rated colleagues""  who are shining in every corner of the world.",22,1,5,Negative
2015,Appscode Inc,,"May 09, 2025","Could Have been the the Best in BD, Ended up being Average because of poor Decisions","✅ Pros
Strong Focus on Kubernetes and Cloud-Native Technologies
Appscode operates deeply within the Kubernetes and cloud-native ecosystem, providing engineers the opportunity to work with cutting-edge and highly sought-after technologies. For developers passionate about infrastructure, automation, and distributed systems, this is a major advantage.
Open Core Projects with Community Impact
The company maintains open core projects that are tightly integrated with the Kubernetes ecosystem. This allows engineers to contribute to widely adopted tools, build a strong public portfolio, and gain recognition within the open-source community.
Dedicated Time for Research and Development (R&D)
Engineers are encouraged to spend time on R&D, often engaging with complex technical challenges such as scalability, distributed systems, and automation. This fosters deep technical growth and intellectual stimulation.
Accelerated Learning and Growth Opportunities
Due to the nature of the work and the technology stack, team members gain significant hands-on experience and exposure in a relatively short period. There's good number of stable and prominent clients like Nokia, Microsoft, GreenHouse etc.
Collaborative, Developer-Friendly Environment
The office culture, largely shaped and maintained by the employees themselves, is supportive and collaborative. The company has a strong engineering-focused culture, with many team members coming from competitive programming backgrounds. This shared technical mindset fosters mutual understanding and helps new hires adapt quickly.
Competitive Local Compensation
Salaries are well-aligned with the local market, and payments are reliably made on time.
⚠️ Cons
Risk of Burnout
The high-paced nature of the work and the constant learning curve can lead to burnout if not properly managed by both individuals and leadership.
Limited Project Rotation
Engineers often remain on the same project for extended periods. While this can deepen expertise, it can also lead to stagnation or frustration, especially when moving on to a very similar project afterward.
Understaffed Office Management
The HR and administrative departments are relatively small and under-resourced, which can lead to miscommunication or poorly handled internal matters.
Limited Recreation and Wellness Facilities
There are currently insufficient provisions for physical activities, team-building events, or relaxation spaces. As the company scales, this gap is becoming more apparent and increasingly necessary to address.
Inconsistent Performance Review Process
Underperformance is not always addressed in a timely or constructive manner. Some employees receive inadequate feedback or support, which can lead to abrupt terminations or demoralization.
Top-Down Leadership Approach
Leadership often prioritizes their own strategic vision over team feedback. This can create a disconnect between management and employees and reduce the sense of inclusivity and ownership within the team.
Lack of Mutual Commitment in Employment
New hires are frequently expected to commit for the long term, but the organization does not always reciprocate this commitment. The dismissal of experienced team members has contributed to a higher-than-average turnover rate and organizational instability.
Demotivating Work Culture
Inconsistent managerial support and the absence of a strong, cohesive office culture can lead to disengagement and reduced morale across the team.
Short Career Progression Trajectory
There is limited visibility into long-term career paths within the company. Most engineers tend to leave within 2–3 years, often due to a lack of professional growth opportunities.
💡 Suggestions for Management
Actively collect and review employee feedback—both current and former—to identify areas for organizational improvement.
Reassess company policies around work-life balance, employee well-being, leave structure, and office environment to better align with company growth and employee needs.
Invest in clear career development frameworks and employee retention strategies to support long-term growth and reduce attrition.
Foster a more inclusive and transparent leadership culture where feedback from all levels is considered and valued.",22,0,0,Mixed
2029,Bit Mascot Pvt Ltd,,"May 16, 2025",সেরা পারফর্মারদের সবসময় অ্যাপ্রিশিয়েট করে,"সুবিধা:
B!tMa5cot এমন একটা কোম্পানি যারা সেরা পারফর্মারদের সবসময় অ্যাপ্রিশিয়েট করে,
বেতন ঠিক সময়ে দেয়,
work from home সুবিধা রয়েছে।
অসুবিধা:
Mr. A***q বদমেজাজি, কিন্তু talented।
Position hierarchy মেইনটেইন করে না,
সব কিছুই Mr. @3h1q R@7M@n Micro Manage করেন!
পরামর্শ:
প্রত্যেক টিমের জন্য ভালো manager হায়ার করুন এবং একটু বিশ্রাম নিন Mr. @3h1q R@7M@n!!",0,6,0,Positive
